Type,Description,TechniqueIdCombined,Technique,"Data_Component","Data_Component_Description"
Detection,,"T1090.003","Multi-hop Proxy","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1090.003","Multi-hop Proxy","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1090.003","Multi-hop Proxy","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1003.003",NTDS,"File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,"T1003.003",NTDS,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1564.004","NTFS File Attributes","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1564.004","NTFS File Attributes","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,"T1564.004","NTFS File Attributes","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1564.004","NTFS File Attributes","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1106,"Native API","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1106,"Native API","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1546.007","Netsh Helper DLL","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1546.007","Netsh Helper DLL","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1546.007","Netsh Helper DLL","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1546.007","Netsh Helper DLL","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1599.001","Network Address Translation Traversal","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1599.001","Network Address Translation Traversal","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1599,"Network Boundary Bridging","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1599,"Network Boundary Bridging","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1498,"Network Denial of Service","Host Status","Logging, messaging, and other artifacts highlighting the health of host sensors (ex: metrics, errors, and/or exceptions from logging applications)"
Detection,,T1498,"Network Denial of Service","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1556.004","Network Device Authentication","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1059.008","Network Device CLI","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1602.002","Network Device Configuration Dump","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1602.002","Network Device Configuration Dump","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1037.003","Network Logon Script","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1037.003","Network Logon Script","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1037.003","Network Logon Script","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1037.003","Network Logon Script","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1037.003","Network Logon Script","Active Directory Object Modification","Changes made to an active directory object (ex: Windows EID 5163 or 5136)"
Detection,,T1046,"Network Service Scanning","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1046,"Network Service Scanning","Cloud Service Enumeration","An extracted list of cloud services (ex: AWS ECS ListServices)"
Detection,,T1046,"Network Service Scanning","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1070.005","Network Share Connection Removal","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1070.005","Network Share Connection Removal","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1070.005","Network Share Connection Removal","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1070.005","Network Share Connection Removal","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,T1135,"Network Share Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1135,"Network Share Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1135,"Network Share Discovery","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1040,"Network Sniffing","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1040,"Network Sniffing","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1095,"Non-Application Layer Protocol","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1095,"Non-Application Layer Protocol","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1132.002","Non-Standard Encoding","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1571,"Non-Standard Port","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1571,"Non-Standard Port","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1571,"Non-Standard Port","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1003,"OS Credential Dumping","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1003,"OS Credential Dumping","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,T1003,"OS Credential Dumping","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1003,"OS Credential Dumping","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,T1003,"OS Credential Dumping","Windows Registry Key Access","Opening a Registry Key, typically to read the associated value (ex: Windows EID 4656)"
Detection,,T1003,"OS Credential Dumping","Active Directory Object Access","Opening of an active directory object, typically to collect/read its value (ex: Windows EID 4661)"
Detection,,T1003,"OS Credential Dumping","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1003,"OS Credential Dumping","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1003,"OS Credential Dumping","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1499.001","OS Exhaustion Flood","Host Status","Logging, messaging, and other artifacts highlighting the health of host sensors (ex: metrics, errors, and/or exceptions from logging applications)"
Detection,,"T1499.001","OS Exhaustion Flood","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1499.001","OS Exhaustion Flood","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1027,"Obfuscated Files or Information","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1027,"Obfuscated Files or Information","File Metadata","Contextual data about a file, which may include information such as name, the content (ex: signature, headers, or data/media), user/ower, permissions, etc."
Detection,,T1027,"Obfuscated Files or Information","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1027,"Obfuscated Files or Information","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1588,"Obtain Capabilities","Malware Metadata","Contextual data about a malicious payload, such as compilation times, file hashes, as well as watermarks or other identifiable configuration information"
Detection,,T1588,"Obtain Capabilities","Malware Content","Code, strings, and other signatures that compromise a malicious payload"
Detection,,T1588,"Obtain Capabilities","Certificate Registration","Queried or logged information highlighting current and expired digital certificates (ex: Certificate transparency)"
Detection,,T1588,"Obtain Capabilities","Response Content","Logged network traffic in response to a scan showing both protocol header and body values"
Detection,,"T1218.008",Odbcconf,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1218.008",Odbcconf,"Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1218.008",Odbcconf,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1137,"Office Application Startup","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1137,"Office Application Startup","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1137,"Office Application Startup","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)"
Detection,,T1137,"Office Application Startup","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,T1137,"Office Application Startup","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1137,"Office Application Startup","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1137,"Office Application Startup","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,T1137,"Office Application Startup","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1137.001","Office Template Macros","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1137.001","Office Template Macros","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1137.001","Office Template Macros","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)"
Detection,,"T1137.001","Office Template Macros","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1137.001","Office Template Macros","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1137.001","Office Template Macros","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1137.002","Office Test","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1137.002","Office Test","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1137.002","Office Test","Windows Registry Key Creation","Initial construction of a new Registry Key (ex: Windows EID 4656 or Sysmon EID 12)"
Detection,,"T1137.002","Office Test","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1137.002","Office Test","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1137.002","Office Test","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1137.002","Office Test","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1102.003","One-Way Communication","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1102.003","One-Way Communication","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1102.003","One-Way Communication","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1137.003","Outlook Forms","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1137.003","Outlook Forms","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1137.003","Outlook Forms","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1137.004","Outlook Home Page","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1137.004","Outlook Home Page","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1137.004","Outlook Home Page","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1137.005","Outlook Rules","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1137.005","Outlook Rules","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1137.005","Outlook Rules","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1134.004","Parent PID Spoofing","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1134.004","Parent PID Spoofing","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1134.004","Parent PID Spoofing","Process Metadata","Contextual data about a running process, which may include information such as environment variables, image name, user/owner, etc."
Detection,,"T1550.002","Pass the Hash","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1550.002","Pass the Hash","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1550.002","Pass the Hash","Active Directory Credential Request","A user requested active directory credentials, such as a ticket or token (ex: Windows EID 4769)"
Detection,,"T1550.003","Pass the Ticket","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1550.003","Pass the Ticket","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1550.003","Pass the Ticket","Active Directory Credential Request","A user requested active directory credentials, such as a ticket or token (ex: Windows EID 4769)"
Detection,,"T1110.002","Password Cracking","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1110.002","Password Cracking","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1556.002","Password Filter DLL","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1556.002","Password Filter DLL","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1556.002","Password Filter DLL","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1110.001","Password Guessing","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1110.001","Password Guessing","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1555.005","Password Managers","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1555.005","Password Managers","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,"T1555.005","Password Managers","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,"T1555.005","Password Managers","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1201,"Password Policy Discovery","User Account Metadata","Contextual data about an account, which may include a username, user ID, environmental data, etc."
Detection,,T1201,"Password Policy Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1201,"Password Policy Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1110.003","Password Spraying","User Account Authentication","An attempt by a user to gain access to a network or computing resource, often by providing credentials (ex: Windows EID 4625 or /var/log/auth.log)"
Detection,,"T1110.003","Password Spraying","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,"T1601.001","Patch System Image","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.007","Path Interception by PATH Environment Variable","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.007","Path Interception by PATH Environment Variable","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.007","Path Interception by PATH Environment Variable","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1574.008","Path Interception by Search Order Hijacking","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.008","Path Interception by Search Order Hijacking","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.008","Path Interception by Search Order Hijacking","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1574.009","Path Interception by Unquoted Path","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1574.009","Path Interception by Unquoted Path","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1574.009","Path Interception by Unquoted Path","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1120,"Peripheral Device Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1120,"Peripheral Device Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1120,"Peripheral Device Discovery","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1069,"Permission Groups Discovery","Pod Metadata","Contextual data about a pod and activity around it such as name, ID, namespace, or status"
Detection,,T1069,"Permission Groups Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1069,"Permission Groups Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1069,"Permission Groups Discovery","Group Enumeration","An extracted list of available groups and/or their associated settings (ex: AWS list-groups)"
Detection,,T1069,"Permission Groups Discovery","Group Metadata","Contextual data about a group which describes group and activity around it, such as name, permissions, or user accounts within the group"
Detection,,T1069,"Permission Groups Discovery","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1566,Phishing,"File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1566,Phishing,"Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1566,Phishing,"Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1566,Phishing,"Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,T1598,"Phishing for Information","Application Log Content","Logging, messaging, and other artifacts provided by third-party services (ex: metrics, errors, and/or alerts from mail/web applications)"
Detection,,T1598,"Phishing for Information","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,T1598,"Phishing for Information","Network Traffic Content","Logged network traffic data showing both protocol header and body values (ex: PCAP)"
Detection,,"T1547.011","Plist Modification","Service Creation","Initial construction of a new service/daemon (ex: Windows EID 4697 or /var/log daemon logs)"
Detection,,"T1547.011","Plist Modification","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1547.011","Plist Modification","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1547.011","Plist Modification","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1556.003","Pluggable Authentication Modules","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1556.003","Pluggable Authentication Modules","Logon Session Creation","Initial construction of a new user logon session (ex: Windows EID 4624, /var/log/utmp, or /var/log/wmtp)"
Detection,,"T1205.001","Port Knocking","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,"T1205.001","Port Knocking","Network Traffic Flow","Summarized network packet data, with metrics, such as protocol headers and volume (ex: Netflow or Zeek http.log)"
Detection,,"T1547.010","Port Monitors","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1547.010","Port Monitors","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1547.010","Port Monitors","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1547.010","Port Monitors","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1055.002","Portable Executable Injection","Process Modification","Changes made to a process, or its contents, typically to write and/or execute code in the memory of the target process (ex: Sysmon EID 8)"
Detection,,"T1055.002","Portable Executable Injection","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1055.002","Portable Executable Injection","Process Access","Opening of a process by another process, typically to read memory of the target process (ex: Sysmon EID 10)"
Detection,,"T1059.001",PowerShell,"Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1059.001",PowerShell,"Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1059.001",PowerShell,"Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1059.001",PowerShell,"Script Execution","Launching a list of commands through a script file (ex: Windows EID 4104)"
Detection,,"T1546.013","PowerShell Profile","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,"T1546.013","PowerShell Profile","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1546.013","PowerShell Profile","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,"T1546.013","PowerShell Profile","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,T1542,"Pre-OS Boot","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1542,"Pre-OS Boot","Network Connection Creation","Initial construction of a network connection, such as capturing socket information with a source/destination IP and port(s) (ex: Windows EID 5156, Sysmon EID 3, or Zeek conn.log)"
Detection,,T1542,"Pre-OS Boot","Firmware Modification","Changes made to firmware, including its settings and/or data, such as MBR (Master Boot Record) and VBR (Volume Boot Record)"
Detection,,T1542,"Pre-OS Boot","Driver Metadata","Contextual data about a driver and activity around it such as driver issues reporting or integrity (page hash, code) checking"
Detection,,T1542,"Pre-OS Boot","OS API Execution","Operating system function/method calls executed by a process"
Detection,,T1542,"Pre-OS Boot","Drive Modification","Changes made to a drive letter or mount point of a data storage device"
Detection,,"T1547.012","Print Processors","File Creation","Initial construction of a new file (ex: Sysmon EID 11)"
Detection,,"T1547.012","Print Processors","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1547.012","Print Processors","Module Load","Attaching a module into the memory of a process/program, typically to access shared resources/features provided by the module (ex: Sysmon EID 7)"
Detection,,"T1547.012","Print Processors","Windows Registry Key Modification","Changes made to a Registry Key and/or Key value (ex: Windows EID 4657 or Sysmon EID 13|14)"
Detection,,"T1547.012","Print Processors","Driver Load","Attaching a driver to either user or kernel-mode of a system (ex: Sysmon EID 6)"
Detection,,"T1552.004","Private Keys","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,"T1552.004","Private Keys","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1003.007","Proc Filesystem","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,"T1003.007","Proc Filesystem","File Access","Opening a file, which makes the file contents available to the requestor (ex: Windows EID 4663)"
Detection,,"T1055.009","Proc Memory","File Modification","Changes made to a file, or its access permissions and attributes, typically to alter the contents of the targeted file (ex: Windows EID 4670 or Sysmon EID 2)"
Detection,,T1057,"Process Discovery","Process Creation","Birth of a new running process (ex: Sysmon EID 1 or Windows EID 4688)"
Detection,,T1057,"Process Discovery","Command Execution","Invoking a computer program directive to perform a specific task (ex: Windows EID 4688 of cmd.exe showing command-line parameters, ~/.bash_history, or ~/.zsh_history)"
Detection,,T1057,"Process Discovery","OS API Execution","Operating system function/method calls executed by a process"
Detection,,"T1055.013","Process Doppelgänging","OS API Execution","Operating system function/method calls executed by a process"
