productId,vendorName,productName,notes,"regex_field","regex_pattern","default_sourcetype_search","extended_fields","term_fields",eventtypeId,app,appid,path
"Zscaler__Tunnel",Zscaler,Tunnel,,sourcetype,"^zscalernss-tunnel$","sourcetype=zscalernss-tunnel",,,"DS025IPAddressAssignment-ET01General|DS010NetworkCommunication-ET01Traffic|DS003Authentication-ET01Success|DS003Authentication-ET02Failure|VendorSpecific-zscaler",,,
"Zscaler__Firewall",Zscaler,Firewall,,sourcetype,"^zscalernss-fw$","sourcetype=zscalernss-fw",,,"DS010NetworkCommunication-ET01Traffic|DS010NetworkCommunication-ET01TrafficAppAware|DS010NetworkCommunication-ET03UserAware|VendorSpecific-zscaler",,,
"Zscaler__DNS",Zscaler,DNS,,sourcetype,"^zscalernss-dns$","sourcetype=zscalernss-dns",,,"DS002DNS-ET01QueryResponse|DS002DNS-ET01QueryRequest|DS002DNS-ET01Query|VendorSpecific-zscaler",,,
"Zscaler__Alerts",Zscaler,Alerts,,sourcetype,"^zscalernss-alerts$","sourcetype=zscalernss-alerts",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_Connector",Zscaler,"ZPA Connector",,sourcetype,"^zscalernss-zpa-connector$","sourcetype=zscalernss-zpa-connector",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_App",Zscaler,"ZPA App",,sourcetype,"^zscalernss-zpa-app$","sourcetype=zscalernss-zpa-app",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_Auth",Zscaler,"ZPA Auth",,sourcetype,"^zscalernss-zpa-auth$","sourcetype=zscalernss-zpa-auth",,,"DS003Authentication-ET01Success|DS003Authentication-ET02Failure|VendorSpecific-zscaler",,,
"Zscaler__ZPA_BBA",Zscaler,"ZPA BBA",,sourcetype,"^zscalernss-zpa-bba$","sourcetype=zscalernss-zpa-bba",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_Connector",Zscaler,"ZPA Connector",,sourcetype,"^zscalerlss-zpa-connector$","sourcetype=zscalernss-zpa-connector",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_App",Zscaler,"ZPA App",,sourcetype,"^zscalerlss-zpa-app$","sourcetype=zscalernss-zpa-app",,,"VendorSpecific-zscaler",,,
"Zscaler__ZPA_Auth",Zscaler,"ZPA Auth",,sourcetype,"^zscalerlss-zpa-auth$","sourcetype=zscalernss-zpa-auth",,,"DS003Authentication-ET01Success|DS003Authentication-ET02Failure|VendorSpecific-zscaler",,,
"Zscaler__ZPA_BBA",Zscaler,"ZPA BBA",,sourcetype,"^zscalerlss-zpa-bba$","sourcetype=zscalernss-zpa-bba",,,"VendorSpecific-zscaler",,,
"Zscaler__Audit",Zscaler,Audit,,sourcetype,"^zscalernss-zia-audit$","sourcetype=zscalernss-zia-audit",,,"VendorSpecific-zscaler",,,
"Zscaler__Sandbox",Zscaler,Sandbox,,sourcetype,"^zscalernss-zia-sandbox$","sourcetype=zscalernss-zia-sandbox",,,"DS011MalwareDetonation-ET01Detection|VendorSpecific-zscaler",,,
"Zscaler__CASB",Zscaler,CASB,,sourcetype,"^zscalernss-casb$","sourcetype=zzscalernss-casb",,,"VendorSpecific-zscaler",,,
"Zscaler__CASB_Activity",Zscaler,"CASB Activity",,sourcetype,"^zscalernss-casb-activity$","sourcetype=zzscalernss-casb-activity",,,"VendorSpecific-zscaler",,,
"Zscaler__CASB_Email",Zscaler,"CASB Email",,sourcetype,"^zscalernss-casb-email$","sourcetype=zzscalernss-casb-email",,,"VendorSpecific-zscaler",,,
"Zscaler__CASB_File",Zscaler,"CASB File",,sourcetype,"^zscalernss-casb-file$","sourcetype=zzscalernss-casb-file",,,"VendorSpecific-zscaler",,,
