author,categories,dashboard,date,description,phase,title,"__mv_author","__mv_categories","__mv_dashboard","__mv_date","__mv_description","__mv_phase","__mv_title"
"Armis Security","security_compliance","https://splunkbase.splunk.com/app/4873/","2023-02-16","Armis is the first agentless, enterprise-class security platform to address the new threat landscape of unmanaged and IoT devices. Fortune 1000 companies trust our unique out-of-band sensing technology to discover and analyze all managed, unmanaged, and IoT devices—from traditional devices like laptops and smartphones to new unmanaged smart devices like smart TVs, webcams, printers, HVAC systems, industrial robots, medical devices and more. Armis discovers devices on and off the network, continuously analyzes endpoint behavior to identify risks and attacks, and protects critical information and systems by identifying suspicious or malicious devices and quarantining them.","Malicious document","Armis App for Splunk",,,,,,,
"Splunk Works","security_compliance utilities","https://splunkbase.splunk.com/app/4899/","2022-11-14","* Description *
Frustrated with false-positives when identifying AGD's/DGA's? This add-on provides an easy way to check for valid words within a DNS query, allowing additional scoring on top of shannon values.
 
* Setup *
See the documentation tab for dependencies and setup instructions.
 
* Privacy *
All processing is kept within your Splunk environment.
 
* Questions *
Contact shopkins  splunk.com for any questions.","Valid credentials","Splunk DNS Word-Score",,"$security_compliance$;$utilities$",,,,,
"Daniel Harvey","security_compliance utilities","https://splunkbase.splunk.com/app/4903/","2022-11-14","This app provides the custom command 'abuseip' - which will take a given IP address field, and enrich your data with various fields in the Abuse database, including CountryName, Domain, ISP, LastReportedAt, and AbuseConfidence (percentage).
This can be used for alerting on high abuse confidence IP's and more.

Usage:
Copy the config.json file from this app's default directory, to this app's local directory and replace yourkeyhere with your AbuseIPDB API key.

Requires a valid API key which can be acquired for free with an account: https://abuseipdb.com
Please check out the GitHub page for more information and documentation: https://github.com/snags141/AbuseIPDB_check","Valid credentials","AbuseIPDB Check",,"$security_compliance$;$utilities$",,,,,
"Avotrix Inc","security_compliance","https://splunkbase.splunk.com/app/4907/","2022-11-14","A firewall is our first line of defence when it comes to Network Security, all the Traffic data getting inside the organization needs proper security. It is used to check any unauthorized access in the network premises and to monitor any unwanted activities and track them before it gets compromised in the network.

Zyxel Firewall Monitor app helps to control incoming and outgoing network traffic based on predetermined security rules. The main objective of the app is to investigate our firewall activities or any kind of malicious behavior from the outside world and determine the behavior with the help of Dashboards. This app gives proper insights of the Traffic Logs the outgoing and incoming traffic to the outside world, security to monitor sources and destinations which are approached for having contact with, organization’s VPN activities of internal and external users and to get notified with any activities in the firewall with the help of Reports and Alerts
To use this Zyxel Firewall Monitor app you need to first install TA_Zyxel_Splunk Add-on, this TA is mapped with Datamodels and will give the required sourcetypes to the firewall logs which can be used in this app.","Malicious document","ZyXEL Firewall",,,,,,,
"Daniel Wilson","security_compliance","https://splunkbase.splunk.com/app/4923/","2022-11-14","Need to provide evidence that your malware response on Linux is ready? Read on! 

This TA randomly places the EICAR test file on common malware locations on the Linux file system and logs it's change out. This is helpful in testing your blue/purple team detection on the Linux platform.  Provides evidence of incident response ability to auditors as well. 

This saved the day in our PCI audit last year. The logs created a clear historical of incidents which we could easily compare to our SOC responses. 

Learn More about EICAR here  - 
https://en.wikipedia.org/wiki/EICAR_test_file",Malware,"TA-eicar",,,,,,,
"Laiqiang Ding","it_operations_management security_compliance","https://splunkbase.splunk.com/app/4934/","2023-01-04","Alibaba Cloud Log Service Add-on for Splunk collects the logs from Alibaba Cloud Log Service (SLS), and then sends them to Splunk.","Internet-exposed service","Alibaba Cloud Log Service Add-on for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Guilhem Marchand","security_compliance utilities","https://splunkbase.splunk.com/app/4958/","2023-03-02","The Splunk Add-on for JIRA Atlassian Service Desk provides alerts action for JIRA issues creation:

- Trigger JIRA issue creation from Splunk core alerts and Enterprise Security correlation searches
- Dynamic retrieval per JIRA project for types of issues and priority
- Dynamic assignment of priority (optional)
- Dynamic and/or static assignment of summary, description, assignee and labels
- Custom fields full capabilities via the embedded custom field structure in alerts (optional)
- Deduplication feature workflow with bi-directional integration, allows detecting a duplication issue creation request, and adding new comments automatically instead of creating duplicated issues
- Attaching Splunk alert results to the JIRA issue in CSV or JSON format
- Resilient store JIRA issue creation, shall a JIRA issue fails to be created, the resilient workflow handles automatic retries with a resilient policy
- Monitoring of JIRA issue workflow via the embedded Overview dashboard and out of the box alerts
- Get any information from JIRA via the REST API custom command wrapper, generate and index to summary events or the metric store issues statistics per projects

See: https://ta-jira-service-desk-simple-addon.readthedocs.io

The Add-on for Atlassian JIRA Service Desk alert action provides an high quality and resilient integration with Splunk core and Splunk Enterprise Security.

The Add-on is compatible with:
- JIRA Server
- JIRA Cloud
- JIRA Data center","Command and control Internet-exposed service","Add-on for Atlassian JIRA Service Desk alert action",,"$security_compliance$;$utilities$",,,,"$Command and control$;$Internet-exposed service$",
"Daniel Wilson","security_compliance","https://splunkbase.splunk.com/app/4968/","2022-11-14","This app watches critical registry settings needed for storing credentials in memory. Ideally this registry keys should always be disabled. If you're under attack Splunk will detect and alert with the help of this app. 

https://www.praetorian.com/blog/mitigating-mimikatz-wdigest-cleartext-credential-theft","Valid credentials","TA-regmon-mimikatz",,,,,,,
"Anderson Silva","it_operations_management security_compliance","https://splunkbase.splunk.com/app/4999/","2022-11-14","The app Trend Micro Email Security (Formely TMES) can help with a variety of situations. 
You can make a query faster than connect to TMES management console.
You can generate a report for e-mails threats in a specific time and create many kinds of alerts.  

You need to configure the port 1512 TCP and syslog sourcetype in splunk data input. 
If you need more information, please contact us by splunk community platform.

This is an Open Source community project initially built by Anderson Silva. For bug reports or feature requests for this project specifically, please open an issue. Please be specific about what you're trying to do, your system, and steps to reproduce the problem. You are welcome to contribute -> https://github.com/nltt-br/EmailSecurityForSplunk.",Email,"Trend Micro Email Security for Splunk (TMES)",,"$it_operations_management$;$security_compliance$",,,,,
"Sixgill Team","security_compliance","https://splunkbase.splunk.com/app/5001/","2023-04-20","Leverage the power of Cybersixgill to supercharge Splunk Enterprise Security with real-time Threat Intelligence indicators. Get IOCs such as domains, URLs, hashes, and IP addresses straight into Splunk ES.
 
The Cybersixgill Darkfeed™ is a feed of malicious indicators of compromise, including domains, URLs, hashes, and IP addresses. 

It relies on Cybersixgill’s vast collection of deep and dark web sources, and it provides unique and advanced warnings about new cyberthreats.

It is automated, meaning that IOCs are extracted and delivered in real-time, and it is actionable, meaning that its consumers will be able to receive and block items that threaten their organizations.

Darkfeed™ enriches your security stack with unmatched intelligence for maximum performance, delivering added value through frictionless integration with Splunk.

For more information on the Cybersixgill Darkfeed, visit https://www.cybersixgill.com/products/darkfeed","Malicious document","Cybersixgill Darkfeed",,,,,,,
"QOMPLX Inc","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5008/","2022-11-14","The QOMPLX Add-On for Splunk enables the ingestion of event data from QOMPLX’s Identity Assurance (IA) suite of services into Splunk Enterprise. QOMPLX event data is generated by streaming analysis of system logs and Active Directory authentication data to alert on some of the most devastating attack techniques involving lateral movement, privilege escalation, and credential compromise. The add-on augments existing data feeds with turnkey detections that include deterministic alerts (without false positives) for Golden Ticket, Silver Ticket, DCSync, and DCShadow attacks in near real-time, as well as heuristic-based alerts for Pass-the-Ticket, Pass-the-Hash, Overpass-the-Hash, Kerberoasting, and Skeleton Key attacks. Ingestion of additional event data is also supported, including alerts for other known attack techniques triggered by highly customizable rules built in the QOMPLX customer portal.

QOMPLX provides tools to integrate, contextualize, and analyze data from virtually any source to help organizations identify operational risk and inefficiencies throughout the enterprise. Learn more about QOMPLX at https://www.qomplx.com/.","Lateral movement Privilege escalation","QOMPLX Add-On for Splunk",,"$it_operations_management$;$security_compliance$",,,,"$Lateral movement$;$Privilege escalation$",
"saeed abunimeh","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5017/","2022-04-26","The Seclytics Augur Predictive Threat Intelligence Platform uses behavioral profiling and advanced machine learning to  model the behavior of threat actors and then identify the build-up of attack infrastructure before attacks are even launched. 

With 97% prediction accuracy and less than 0.01% false-positives, Augur provides unparalleled security and operational efficiency.

Adversary Profiling Means Better Protection
We are continually building and monitoring a pool of more than 10,000 adversary profiles. We identify new adversaries almost daily. Continuous surveillance means we know when they go live on day zero, and levels the playing field by removing the element of surprise. Adversary profiles also mean we can cover a much broader spectrum of potential threats from the same actor, as opposed to most TIPs which simply alert you of a specific threat when it's already knocking at your network door.

Automated Threat Response
The other radical thing Augur does is it generates Indicators of Attack associated with these future threats. Through our integrations with major security solutions, Augur is able to integrate blacklists into your firewalls, web proxies, Endpoint Detection and Response (EDR) systems, DNS servers, and Email gateways. Protecting you against malicious traffic before there is any risk. And when an attack origin is no longer malicious or there is a false positive, we automatically update our blacklists and adjust your security posture.

The Seclytics for Splunk integration provides a simple and easy-to-setup method to incorporate Seclytics predictive and general threat intelligence for reporting into the Splunk platform.","Malicious document","Seclytics for Splunk App",,"$it_operations_management$;$security_compliance$",,,,,
"Harun Kuessner","security_compliance threat_intel","https://splunkbase.splunk.com/app/5050/","2023-03-28","A Splunk® add-on providing a custom search command ""haveibeenpwned"" to query Troy Hunt's Have I Been Pwned API (https://haveibeenpwned.com/api/v3/) for known breaches of your (company's) domains or your friends'/family's/enemies'/hardly distantly related someone's/employees'/colleagues' mail adresses.

Please respect people's privacy and adhere to the service's acceptable use (https://haveibeenpwned.com/API/v3#AcceptableUse). I tried respecting the limits posed on the API's use in the command's source code, which is why you'll have to have a little patience when querying for large amounts of mail addresses.

I was unsatisfied with the publicly available Splunk add-ons already providing this functionality as they either didn't allow control over what and how is queried for or didn't format the output to my wishes. So I came up with my own Splunk add-on implementing these missing features.

Cross-compatible with Python 2 and 3. Tested on Splunk Enterprise 9.0.2 and 8.2.3 on Windows, Linux and Splunk Cloud.

Licensed under http://www.apache.org/licenses/LICENSE-2.0.

Feel free to submit issues via https://github.com/hRun/SA-haveibeenpwned/issues.","Command and control","Add-On for HaveIBeenPwned",,"$security_compliance$;$threat_intel$",,,,,
"C3m Splunk","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5053/","2022-11-14","C3M Cloud Control is an API based cloud security posture management and compliance assurance platform that offers enterprises complete cloud control through actionable cloud security intelligence across Amazon Web Services, Google Cloud, and Microsoft Azure cloud environments. With C3M Cloud Control, organizations can stay secure by enforcing security best practices, detecting misconfigurations and threats, rightsizing excess privileges, and auto remediating deviations from defined security policies.
 
C3M Cloud Control Application gives enterprises the ability to leverage most of the Cloud Control features from within their Splunk subscriptions. The Cloud Control Application comes with a set of pre-defined dashboards that help SOC, Compliance, and IAM teams analyze, report, and respond to cloud security incidents in their Splunk instance. Link-backs are given to C3M Cloud Control for use cases that may not fall under the purview of this integration.","Command and control","C3M Cloud Control",,"$it_operations_management$;$security_compliance$",,,,,
"Spamhaus Technology","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5081/","2022-11-14","Spamhaus Datasets for Splunk provide a custom search command enabling you to easily query IPs and host names within your Splunk data, to see if they're known to be connected with abused internet resources, as observed by Spamhaus. 

There are multiple use cases including (a) the ability to detect if suspicious log entries in your systems are being caused by IPs known to be part of a botnet or (b) investigating if unexplained HTTP traffic is trying to reach an IP/hostname known to be controlling botnets.

To utilize this data customers must be subscribed to the Spamhaus Data Query Service (DQS). This service is FREE for low-volume users, simply complete the sign-up form at: https://www.spamhaustech.com/free-trial/sign-up-for-a-free-data-query-service-account/","Internet-exposed service","Spamhaus Datasets for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Splunk Works","security_compliance","https://splunkbase.splunk.com/app/5091/","2022-11-13","Supporting Add On for the detection of ransomware leveraging advanced machine learning and transfer learning techniques.","Internet-exposed service","Machine Learning Cloud Service Add-on for Enterprise Security",,,,,,,
"Rapid7 Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5097/","2023-02-21","The Rapid7 InsightVM Technology Add-On is used for retrieving asset and vulnerability data from InsightVM and ingesting 
into Splunk following the Common Information Model (CIM). The add-on is designed to be compatible with Splunk 
Enterprise and Splunk Cloud with the use of a Universal Forwarder.

This Technology Add-On is intended to import asset and vulnerability findings from the InsightVM Platform without the use of the InsightVM console. The default configuration will import assets and vulnerabilities for devices that have been scanned since the last import run. Key functionality includes:
- Import all asset and vulnerability data when it runs for the first time
- Track previous import times to only import assets and their associated vulnerabilities that have been scanned in the time since the last import
- Vulnerabilities that are newly found or have been remediated will be imported as new events in Splunk and 
respectively assigned a status of ""new"" or ""remediated""
- Previously imported vulnerabilities that have not changed in status will not be imported as new events and will retain their `found` status
- An optional configuration that allows importing all data every run, or every X period of days.

The Rapid7 InsightVM Dashboard and Technology Add-On are recommended in place of the Nexpose Dashboard and Technology Add-On listed on Splunkbase for all InsightVM customers.

Support for the application is provided by Rapid7 Support via our Customer Support Portal at https://www.rapid7.com/for-customers/","Exploit vulnerability","Rapid7 InsightVM Technology Add-On for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Rapid7 Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5098/","2022-11-12","The Rapid7 InsightVM Dashboard is used for visualizing data that has been ingested from InsightVM via the Rapid7 
InsightVM Technology Add-On. The dashboard is intended to be a starting point for data visualization, and users are 
encouraged to further enhance and customize the dashboard as desired.

There are two dashboards included to start: the InsightVM Assets dashboard used for visualizing asset details, and 
the InsightVM Vulnerability Findings dashboard used for visualizing details of vulnerability instances found within 
assets. This Dashboard is meant to complement the `Rapid7 InsightVM Technology Add-On` listed on Splunkbase.

Support for the application is provided by Rapid7 Support via our Customer Support Portal at https://www.rapid7.com/for-customers/","Exploit vulnerability","Rapid7 InsightVM Dashboard for Splunk",,"$it_operations_management$;$security_compliance$",,,,,
"Code42 Partners","security_compliance utilities","https://splunkbase.splunk.com/app/5106/","2023-04-19","Correlate actionable risk insights to speed insider threat response.

Code42 integrates with Splunk to deliver valuable file exfiltration events to custom dashboards for correlation and triage within the Splunk Security Operations Suite.

Code42’s insider risk detection lenses surface insights for subsets of users more likely to put data at risk, such as users with access to proprietary information or departing employees. Extracting this data into dashboards within Splunk provides actionable insights that can be applied to existing SOC workflows to substantiate insider threat investigations and speed response.

Overview
https://www.code42.com/insider-threat-ecosystem/splunk/

Support Documentation
https://code42.com/r/support/splunk-insider-threat

Code42 Incydr Trial
https://www.code42.com/trial/","Data exfiltration","Code42 Insider Risk",,"$security_compliance$;$utilities$",,,,,
"Paul Stark","security_compliance","https://splunkbase.splunk.com/app/5110/","2022-11-14","The LookingGlass Cyber Scout Query Splunk Technology Add-on has been designed to retrieve network threat intelligence + flie hash data along with externally exposed network ports information using a flexible query from ScoutPrime for use with Splunk.","Internet-exposed service","LookingGlass Cyber Scout Query Splunk Technology Add-on",,,,,,,
"Kudaw SA","business_analytics security_compliance","https://splunkbase.splunk.com/app/5140/","2022-11-14","Today, obtaining data in real time is essential since it allows us to instantly detect the behavior of people, systems and businesses, especially in retail, financial services and banking. However, many times this information cannot be easily obtained due to the high sensitivity of the applications involved.
Allkun is a suite that allows you to capture information in real time (Allkun Raptor), Process (Allkun CEP), Visualize (Allkun Mon) and Alert Management (Allkun EM).

Allkun Mon for ISO8583 relies on flow data processed by Allkun Raptor and allows you to easily analyze it using Splunk® Enterprise or Splunk® Cloud.

Allkun Raptor allows you to capture transactions from network traffic using a port mirror or network tap and interprets them to a Splunk readable json format. 

This product:
-	Supports transactional protocols like ISO 8583, Visa/Mastercard, H2H, NDC+ and custom protocols.
-	Performs data packet reconstitution.
-	Encrypt and/or obfuscate selected data fields.
-	Output data using tcp, udp, Azure EventHub, http, text file and more.

Allkun Mon for ISO8583 is a basic tool to visualize information captured by Allkun Raptor. It works with a data model based in the ISO8583 standard fields.

This App require the deployment of the following dependencies:
-       Allkun TA ISO 8583 (https://splunkbase.splunk.com/app/5139)
-	Flow Map Viz (https://splunkbase.splunk.com/app/4657/)
-	Lookup File Editor (https://splunkbase.splunk.com/app/1724/)

Start Your Allkun Raptor Free Trial.
Please write us for an evaluation:
https://www.kudaw.com/en/contact
contacto@kudaw.com","Encrypt data","Allkun Mon for ISO 8583",,"$business_analytics$;$security_compliance$",,,,,
"Orca Security","security_compliance","https://splunkbase.splunk.com/app/5148/","2023-04-25","The Orca Security Technology Add-on (TA) for Splunk combines the deep and contextual alert findings of Orca with the Splunk real-time security analytic engine. Use this technology add-on to prioritize critical vulnerabilities that exist across your cloud estate and create data-driven outcomes. This add-on imports Orca alerts regarding vulnerabilities, malware, misconfigurations, lateral movement risk, authentication risk, and insecure high-risk data.","Lateral movement","Orca Security Add-On for Splunk",,,,,,,
"Quan Nguyen","security_compliance","https://splunkbase.splunk.com/app/5204/","2022-11-14","Splunk app for FSI Fraud monitoring, collecting data and provide report and dashboard to monitor fraud in transaction.
TX-Insights features: 

1. Fraud monitoring:
Monitoring fraud transaction.
Fraud posture provide dashboard to monitor quantity by rule.
Fraud posture provide dashboard to monitor quantity by model.
Fraud posture provide dashboard to monitor quanlity by card number.
Fraud posture provide dashboard to monitor quanlity/volume by time.
Allow to create new fraud rule in GUI.
Allow to create new fraud model in GUI.

2.Fraud Investigate
Investigate dashboard provide detail fraud transaction 
Investigate dashboard provide detail flow of transaction
Investigate dashboard provide orignal transaction 

3.Fraud Report
Fraud Report provde dashboard to statistic fraud transaction in history time range
Fraud Report provde dashboard to display fraud card in history time range
Fraud Report provde dashboard to display fraud termial transaction in history time range

4.Business Insights
Business Insights provide dashboard to analytics business
Business Insights provide dashboard to analytics business by day/month/year time range
Business Insights provide dashboard to analytics quantity of transaction by day/month/year by ATM,POS,IBFT service
Business Insights provide dashboard to analytics volume of transaction by day/month/year by ATM,POS,IBFT service
Business Insights provide dashboard to compare data same period by day/month/year by ATM,POS,IBFT service
Business Insights provide dashboard to compare data at diffirent time range by day/month/year by ATM,POS,IBFT service
Business Insights provide dashboard to statistic top 10 service highest revenue.
Business Insights provide dashboard to statistic top 10 terminal transaction highest revenue.

5.Business Report
Business Report provide dashboard to statistic as State Bank of VietNam.
Business Report provide dashboard to statistic as State Bank of VietNam by day/month/year time range.

6.Business Intelligence
Business Intelligence provide dashboard to predict number of transaction by ATM,POS,IBFT service.
Business Intelligence provide dashboard to predict volume of transaction by ATM,POS,IBFT service.
Business Intelligence provide dashboard to predict growth rate by ATM,POS,IBFT service.
Business Intelligence provide dashboard to predict outlier.","Internet-exposed service","TX-Insights",,,,,,,
"Splunk Inc.","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5210/","2023-03-21","The Splunk Add-on for RSA SecurID Cloud Authentication Service allows a Splunk Enterprise administrator to collect user activity, admin activity logs, and risk user lists using the adminlog, usereventlog, and /v2/users/highrisk APIs. You can directly analyze the RSA SecurID Cloud Authentication Service data or use it as a contextual data feed to correlate with other security data in Splunk. This add-on provides the inputs and CIM--compatible knowledge to use with other Splunk Enterprise apps, such as Splunk Enterprise Security and the Splunk App for PCI Compliance.","Internet-exposed service","Splunk Add-on for RSA SecurID CAS",,"$it_operations_management$;$security_compliance$",,,,,
"Doug Brown","security_compliance utilities","https://splunkbase.splunk.com/app/5211/","2022-11-14","Have you ever wanted to be able to change the status/urgency of a notable, assign it to someone or add a comment to it based upon the results of a search? This app provides the `updatenotable` search command that allows you to do just that. Simply pipe notable search results to the command with the event_id field and one or more of the following fields: owner, status, urgency, comment.

This opens up a range of possibilities not previously available because you can now on a notable by notable basis use the analytics in Splunk to change notables. Here's a simple example of what this makes possible:

`notable` | where status==5 AND isnull(comment) AND risk_score>=80 | fields event_id risk_score | eval status=1, comment=""Changing status of Closed notable to New because it has a high risk score ("" . risk_score . "") but hasn't yet been commented on."" | updatenotable

If this was to be made into a scheduled search (preferably without an owner), it could look every few minutes for notables with a risk score 80 or above that don't appear to have been triaged and change their status to 'New'.","Command and control","Update Notable Command for ES",,"$security_compliance$;$utilities$",,,,,
"DomainTools Integrations Team","security_compliance","https://splunkbase.splunk.com/app/5226/","2023-04-10","Gain fast insights and situational awareness around risky infrastructure

DomainTools enables Security Operations Centers (SOCs) and security analysts to take domain observables from their network and connect them with other active domains on the Internet. Those connections inform risk assessments, help profile attackers, guide online fraud investigations, and map cyber activity to attacker infrastructure.

With the influx in events per second rising, organizations need the ability to execute high-volume queries with improved response times. The DomainTools App for Splunk delivers, with enrichment at scale and drill-down details to add context. Leveraging the DomainTools Iris and Farsight DNSDB datasets, users have immediate access to dozens of attributes attached to every domain event in Splunk, efficiently delivering event enrichment at scale. 

Domain Monitoring

SOCs and Security Analysts can leverage the DomainTools Iris Detect product in Splunk to discover and watch newly registered domains associated with any terms their organization currently monitors (such as a brand or company name), and to monitor domains and append domains to your allowlist (list of trusted domains) from the Domain Investigation workflow. 

Predictive Risk Scoring

DomainTools Risk Score gives teams with emerging threat hunting skills an instant advantage in
helping to identify and optionally alert on Splunk events with suspicious domains they would have otherwise missed. Individual component scores give experienced hunters the tools they need to refine their alerts and precisely target their resources. DomainTools Risk Score, including Proximity and Threat Profile classifiers, is available in both key-value stores and Splunk indexes.

Proven Capability for Enterprise Organizations

DomainTools’ proven solution for Splunk includes a cloud-certified Splunk Application that deploys on Splunk search heads in both standalone and clustered configurations, with and without Splunk Enterprise Security. Event sources can be customized to match the unique requirements of each environment.

DomainTools Capabilities in Splunk

Reduce MTTD
• Bulk enrichment of domains with meaningful context
• At-a-glance alerting and reporting of malicious network traffic 
• Domain monitoring using DomainTools Iris Detect

Reduce MTTR
• Discover newly registered domains and further enable monitoring
• Create a Splunk ES notable event in case a high-risk domain is observed
• Investigate connected infrastructure using Iris and Farsight Passive DNS

The DomainTools App works in parallel with Splunk Enterprise Security (ES) but does not depend on it. Customers who have not yet deployed ES can still realize significant value from the DomainTools solution.","Malicious document","DomainTools App For Splunk and Splunk ES",,,,,,,
"Mike Saurbaugh","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5253/","2023-02-21","Cofense Triage accelerates phishing email analysis, investigation, and response by cutting through the noise automatically and surfacing the real threats faster, protecting our organization from the risk of compromise. The Add-On provides the ability to extract reported phishing email data from many Cofense Triage endpoints including the Cofense Triage inbox, processed reports, threat indicators, reporters, operators, and status endpoints.",Phishing,"Cofense Triage Add-On",,"$it_operations_management$;$security_compliance$",,,,,
"Rapid7 Integrations","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5258/","2023-02-24","IntSights simplifies threat intelligence with the most comprehensive, flexible, and contextualized solution on the market. Our platform’s cutting-edge capabilities and unrivaled collection of sources enables security teams to gain maximum value from their threat intelligence programs.

The IntSights App arms Splunk users with curated external threat intelligence as they detect, prioritize, and respond to security incidents with ease and confidence. Leveraging bidirectional data, SOC analysts perform real-time deep threat correlation and analysis—all from within familiar tools and workflows.

Key Features
- Bidirectional integration with IntSights TIP, Threat Command, and Vulnerability Risk Analyzer
- Enriched IOCs, tailored alerts, and prioritized CVEs seamlessly synchronized with your Splunk data
-Easy pivoting between IntSights and Splunk for threat identification, investigation, and response
Visibility into attacks in progress on your network

DETAILS

For additional information on how to setup your application, please contact sales@intsights.com
For any support issue, please contact support@intsights.com
For additional information, view the solution brief: https://intsights.com/resources/intsights-splunk","Command and control Exploit vulnerability","IntSights Application for Splunk",,"$it_operations_management$;$security_compliance$",,,,"$Command and control$;$Exploit vulnerability$",
"SP6 Consulting","security_compliance","https://splunkbase.splunk.com/app/5269/","2022-04-26","The SP6 Salesforce Security App for Splunk helps you uncover threats by identifying any unusual behavior and access anomalies in your Salesforce environment. It also provides dashboard visualizations for investigating any security incident as well as perform any analytical operation on the Salesforce data. The application displays your Salesforce data in clever, easy-to-understand, and intuitive visualizations, providing your security team with an edge. The Application will alert you to nefarious and suspicious activity occurring within your Salesforce environment, allowing you to quell data exfiltration and other security issues before it’s too late. This App is compatible with Splunk Enterprise Security for those who need the additional security measures that Splunk Enterprise Security offers. All your SFDC Alerts would be treated as  ES notable event when this app is used with Splunk Enterprise Security.


**Release Notes**


Version 1.0.2

- Made minor changes in dashboard header to upgrade dashboard jquery version to 3.5.

Version 1.0.1

 - Added Support for Multiple Account on Dashboards via dropdowns. If User has configured Splunk Add-on for Salesforce with 2 diff salesforce accounts they can  filter the  data based on Account on dashboards now.

- Rebranding , Aditum partners has gone through rebranding  recently and App has been updated accordingly to reflect new name ""SP6"" where ever needed.

Version 1.0.0

-The App has passed against all the Splunk AppInspect  checks and compatible with Splunk Enterprise v 7.0+, Splunk Enterprise Security v 5.3.0+ and Splunk Cloud as well.","Data exfiltration","SP6 Salesforce Security App for Splunk",,,,,,,
"FireEye Splunk","security_compliance","https://splunkbase.splunk.com/app/5317/","2022-11-14","Add_on performs task of grabbing alerts from FireEye Detection on Demand Subscription.
Need to provide valid Fireeye Detection on Demand API Key.","Valid credentials","FireEye Detection on Demand Add On",,,,,,,
"Barracuda Networks","dev_ops security_compliance","https://splunkbase.splunk.com/app/5319/","2022-11-17","This app collects and visualizes information from your Barracuda Email Gateway Defense.",Email,"Barracuda Email Gateway Defense",,"$dev_ops$;$security_compliance$",,,,,
"Noah Dietrich","security_compliance utilities","https://splunkbase.splunk.com/app/5348/","2022-11-14","This Splunk App provides a Custom Search Command that allows you to apply CyberChef operations and recipes to your events. This App also provides a local version of the CyberChef web GUI.","Command and control","CyberChef for Splunk",,"$security_compliance$;$utilities$",,,,,
"Crossrealms International","security_compliance","https://splunkbase.splunk.com/app/5351/","2023-03-17","The Cyences App for Splunk was designed to allow users complete visibility of their system’s security status. It was created with the intention of becoming a seamless piece of the Blue team arsenal for security engineers and administrators. The forensic interface based on the MITRE ATT&CK framework to quickly identify areas of concern. continuous quarterly enhancements are occurring towards achieving that goal. These updates will continue to improve tool customization and scalability with advanced search features, alerting, machine learning, and AI.

By default, the Cyences app provides a multitude of alerts and dashboards in the following categories: Active Directory / Azure Active Directory, Linux / Unix, Windows, Windows Patch, Sysmon, Antivirus / Antimalware, CrowdStrike. Kaspersky, Office 365 Defender ATP, Sophos Central, Windows Defender, Authentication, Cloud Tenancies, Amazon Web Services, G Suite, Microsoft Office 365, Microsoft, Azure Graph Security Score, DNS Tracker, Email, Microsoft Office 365 Reporting, Lansweeper, Network Devices, Cisco IOS, Fortinet FortiGate, Palo Alto Networks, Sophos Firewall, Ransomware, VPN, Cisco Anyconnect, Fortinet FortiGate, GlobalProtect (Palo Alto), Vulnerability, CrowdStrike Spotlight, Qualys, Tenable.

Apart from alerts and dashboards, the Cyences App also integrates with some other well-known tools to create important dashboards that would add intelligence to your security investigation and auditing processes: Asset Intelligence, Device Inventory Table, Globally Detected Malicious IPs


Documentation - https://crossrealms.github.io/Splunk-Cyences-App-for-Splunk/","Exploit vulnerability Malicious document","Cyences App for Splunk",,,,,,"$Exploit vulnerability$;$Malicious document$",
"Mucteba Celik","it_operations_management security_compliance","https://splunkbase.splunk.com/app/5353/","2022-11-14","RevBits ES App for Splunk provides an Integration between RevBits ES and Splunk. This app adds Dashboards and Audit reports that provides deeper visibility into Email Security.",Email,"RevBits Email Security",,"$it_operations_management$;$security_compliance$",,,,,
