Matrix,TacticId,Tactic,"Tactic_Order",TechniqueId,Technique,"Technique_Order","Sub_TechniqueId","Sub_Technique","Sub_Technique_Order",TechniqueIdCombined,"Threat_Groups",Platforms,"Data_Sources",Software,Version
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1562,"Impair Defenses",32,"T1562.006","Indicator Blocking",5,"T1562.006","-","Windows|macOS|Linux","Windows Registry: Windows Registry Key Modification|Sensor Health: Host Status|Command: Command Execution","Ebury|Waterbear",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1562,"Impair Defenses",32,"T1562.007","Disable or Modify Cloud Firewall",6,"T1562.007","-",IaaS,"Firewall: Firewall Rule Modification|Firewall: Firewall Disable","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1562,"Impair Defenses",32,"T1562.008","Disable Cloud Logs",7,"T1562.008","-",IaaS,"Cloud Service: Cloud Service Modification|Cloud Service: Cloud Service Disable","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1562,"Impair Defenses",32,"T1562.009","Safe Mode Boot",8,"T1562.009","-",Windows,"Process: Process Creation|Windows Registry: Windows Registry Key Modification|Windows Registry: Windows Registry Key Creation|Command: Command Execution",REvil,22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1562,"Impair Defenses",32,"T1562.010","Downgrade Attack",9,"T1562.010","-","Windows|Linux|macOS","Command: Command Execution|Process: Process Metadata|Process: Process Creation","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"-","-",,T1564,"-","Linux|macOS|Windows|Office 365","Process: Process Creation|File: File Creation|Application Log: Application Log Content|Command: Command Execution|File: File Metadata|User Account: User Account Creation|User Account: User Account Metadata|File: File Modification|Script: Script Execution|Process: OS API Execution|Windows Registry: Windows Registry Key Modification|Firmware: Firmware Modification|Service: Service Creation","Bundlore|OSX/Shlayer",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.001","Hidden Files and Directories",1,"T1564.001","APT28|Lazarus Group|Tropic Trooper|APT32|Rocke|Mustang Panda|Transparent Tribe","Windows|macOS|Linux","File: File Creation|Process: Process Creation|Command: Command Execution|File: File Metadata","MacSpy|Calisto|FruitFly|iKitten|Micropsia|Komplex|OSX_OCEANLOTUS.D|WannaCry|CoinTicker|Ixeshe|OSX/Shlayer|Machete|PoetRAT|Imminent Monitor|Attor|Okrum|Lokibot|Rising Sun|LoudMiner|BackConfig|Carberp|InvisiMole|Dacls|SLOTHFULMEDIA|Agent Tesla|NETWIRE|Explosive|AppleJeus|ThiefQuest|EnvyScout|WastedLocker|XCSSET",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.002","Hidden Users",2,"T1564.002","Dragonfly 2.0","macOS|Windows","Command: Command Execution|Windows Registry: Windows Registry Key Modification|Process: Process Creation|User Account: User Account Creation|User Account: User Account Metadata|File: File Modification",SMOKEDHAM,22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.003","Hidden Window",3,"T1564.003","Magic Hound|APT3|APT28|APT32|APT19|CopyKittens|DarkHydrus|Deep Panda|Gorgon Group|Higaisa|Nomadic Octopus","macOS|Windows","Process: Process Creation|Command: Command Execution|Script: Script Execution|File: File Modification","Astaroth|KeyBoy|BONDUPDATER|HAMMERTOSS|Ursnif|HotCroissant|Kivars|PowerShower|Agent Tesla|Metamorfo|WindTail|InvisiMole|StrongPity|MCMD|Cuba",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.004","NTFS File Attributes",4,"T1564.004",APT32,Windows,"Process: OS API Execution|File: File Metadata|File: File Modification|Command: Command Execution","Zeroaccess|POWERSOURCE|PowerDuke|Regin|Gazer|Expand|LoJax|esentutl|Valak|Anchor|Astaroth|BitPaymer|WastedLocker",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.005","Hidden File System",5,"T1564.005","Equation|Strider","Linux|macOS|Windows","Windows Registry: Windows Registry Key Modification|File: File Modification|Firmware: Firmware Modification","BOOTRASH|Regin|ComRAT",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.006","Run Virtual Instance",6,"T1564.006","-","Linux|macOS|Windows","Process: Process Creation|File: File Creation|Command: Command Execution|Service: Service Creation|Windows Registry: Windows Registry Key Modification","LoudMiner|Ragnar Locker|Maze",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.007","VBA Stomping",7,"T1564.007","-","Linux|Windows|macOS","Script: Script Execution|File: File Metadata","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.008","Email Hiding Rules",8,"T1564.008",FIN4,"Windows|Office 365|Linux|macOS","File: File Modification|Command: Command Execution|Application Log: Application Log Content","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1564,"Hide Artifacts",33,"T1564.009","Resource Forking",9,"T1564.009","-",macOS,"File: File Creation|Process: Process Creation|File: File Metadata|Command: Command Execution",Keydnap,22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"-","-",,T1574,"-","Linux|macOS|Windows","Windows Registry: Windows Registry Key Modification|Process: Process Creation|Module: Module Load|Command: Command Execution|Service: Service Metadata|File: File Creation|File: File Modification","ShimRat|Denis|Dtrack",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.001","DLL Search Order Hijacking",1,"T1574.001","Threat Group-3390|menuPass|RTM|Whitefly|APT41|Evilnum|Tonto Team|BackdoorDiplomacy",Windows,"File: File Creation|File: File Modification|Module: Module Load","FinFisher|RedLeaves|Downdelph|WEBC2|PowerSploit|Prikormka|MirageFox|InvisiMole|HTTPBrowser|Empire|BOOSTWRITE|Hikit|Ramsay|Astaroth|Melcoz|Crutch|Chaes|WastedLocker",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.002","DLL Side-Loading",2,"T1574.002","Patchwork|Threat Group-3390|APT19|menuPass|APT3|APT32|Tropic Trooper|GALLIUM|APT41|Naikon|BRONZE BUTLER|Chimera|Sidewinder|BlackTech|Higaisa|Mustang Panda",Windows,"File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation","BADNEWS|gh0st RAT|FinFisher|Sakula|BBSRAT|PlugX|Wingbird|T9000|ZeroT|HTTPBrowser|Denis|HyperBro|Metamorfo|Goopy|Javali|Egregor|LookBack|Waterbear|Ecipekac|RainyDay|Nebulae|Kerrdown",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.004","Dylib Hijacking",3,"T1574.004","-",macOS,"File: File Creation|File: File Modification|Module: Module Load",Empire,22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.005","Executable Installer File Permissions Weakness",4,"T1574.005","-",Windows,"File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation|Service: Service Metadata","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.006","Dynamic Linker Hijacking",5,"T1574.006","Rocke|APT41","Linux|macOS","File: File Creation|File: File Modification|Module: Module Load|Process: Process Creation|Command: Command Execution","HiddenWasp|Ebury|Hildegard|XCSSET",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.007","Path Interception by PATH Environment Variable",6,"T1574.007","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation","PowerSploit|Empire",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.008","Path Interception by Search Order Hijacking",7,"T1574.008","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation","PowerSploit|Empire",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.009","Path Interception by Unquoted Path",8,"T1574.009","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation","PowerSploit|Empire",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.010","Services File Permissions Weakness",9,"T1574.010","-",Windows,"File: File Creation|File: File Modification|Process: Process Creation|Service: Service Metadata",BlackEnergy,22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.011","Services Registry Permissions Weakness",10,"T1574.011","-",Windows,"Windows Registry: Windows Registry Key Modification|Process: Process Creation|Service: Service Metadata|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1574,"Hijack Execution Flow",34,"T1574.012","COR_PROFILER",11,"T1574.012","Blue Mockingbird",Windows,"Windows Registry: Windows Registry Key Modification|Process: Process Creation|Module: Module Load|Command: Command Execution","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1578,"Modify Cloud Compute Infrastructure",35,"-","-",,T1578,"-",IaaS,"Instance: Instance Stop|Instance: Instance Start|Instance: Instance Creation|Instance: Instance Modification|Instance: Instance Deletion|Snapshot: Snapshot Creation|Snapshot: Snapshot Modification|Snapshot: Snapshot Deletion|Volume: Volume Creation|Volume: Volume Modification|Volume: Volume Deletion","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1578,"Modify Cloud Compute Infrastructure",35,"T1578.001","Create Snapshot",1,"T1578.001","-",IaaS,"Snapshot: Snapshot Creation","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1578,"Modify Cloud Compute Infrastructure",35,"T1578.002","Create Cloud Instance",2,"T1578.002","-",IaaS,"Instance: Instance Creation","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1578,"Modify Cloud Compute Infrastructure",35,"T1578.003","Delete Cloud Instance",3,"T1578.003","-",IaaS,"Instance: Instance Deletion","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1578,"Modify Cloud Compute Infrastructure",35,"T1578.004","Revert Cloud Instance",4,"T1578.004","-",IaaS,"Instance: Instance Modification|Instance: Instance Start|Instance: Instance Stop","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1599,"Network Boundary Bridging",36,"-","-",,T1599,"-",Network,"Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1599,"Network Boundary Bridging",36,"T1599.001","Network Address Translation Traversal",1,"T1599.001","-",Network,"Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1600,"Weaken Encryption",37,"-","-",,T1600,"-",Network,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1600,"Weaken Encryption",37,"T1600.001","Reduce Key Space",1,"T1600.001","-",Network,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1600,"Weaken Encryption",37,"T1600.002","Disable Crypto Hardware",2,"T1600.002","-",Network,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1601,"Modify System Image",38,"-","-",,T1601,"-",Network,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1601,"Modify System Image",38,"T1601.001","Patch System Image",1,"T1601.001","-",Network,"File: File Modification","SYNful Knock",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1601,"Modify System Image",38,"T1601.002","Downgrade System Image",2,"T1601.002","-",Network,"File: File Modification","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1610,"Deploy Container",39,"-","-",,T1610,TeamTNT,Containers,"Container: Container Creation|Container: Container Start|Pod: Pod Creation|Pod: Pod Modification|Application Log: Application Log Content","Kinsing|Doki",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1612,"Build Image on Host",40,"-","-",,T1612,"-",Containers,"Image: Image Creation|Network Traffic: Network Connection Creation|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content","-",22729202
"Enterprise ATT&CK",TA0005,"Defense Evasion",7,T1620,"Reflective Code Loading",41,"-","-",,T1620,"-","macOS|Linux|Windows","Script: Script Execution|Process: OS API Execution|Module: Module Load","PowerSploit|Lokibot|Cobalt Strike|ThiefQuest|Cuba",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"-","-",,T1003,"Sowbug|Axiom|Poseidon Group|Suckfly|Leviathan|APT28|APT32|Frankenstein|APT39|Tonto Team","Windows|Linux|macOS","Process: Process Creation|Process: Process Access|Command: Command Execution|File: File Access|Windows Registry: Windows Registry Key Access|Active Directory: Active Directory Object Access|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content|Process: OS API Execution","HOMEFRY|Carbanak|Trojan.Karagany|PinchDuke|OnionDuke|Revenge RAT",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.001","LSASS Memory",1,"T1003.001","APT1|Leafminer|MuddyWater|Ke3chang|PLATINUM|BRONZE BUTLER|APT3|FIN8|APT28|OilRig|FIN6|APT32|Magic Hound|Cleaver|Stolen Pencil|APT39|APT33|TEMP.Veles|GALLIUM|APT41|Leviathan|Threat Group-3390|Silence|Blue Mockingbird|Whitefly|Sandworm Team|Kimsuky|Operation Wocao|Fox Kitten|HAFNIUM|Indrik Spider",Windows,"Process: Process Creation|Process: Process Access|Command: Command Execution|Process: OS API Execution","Net Crawler|LaZagne|Lslsass|Daserf|Pupy|Windows Credential Editor|GreyEnergy|Mimikatz|Empire|Olympic Destroyer|Emotet|NotPetya|PoshC2|CozyCar|Impacket|PowerSploit|PoetRAT|Okrum|Pysa|Bad Rabbit|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.002","Security Account Manager",2,"T1003.002","menuPass|Dragonfly 2.0|Night Dragon|GALLIUM|Ke3chang|Threat Group-3390|Wizard Spider",Windows,"Command: Command Execution|Windows Registry: Windows Registry Key Access|File: File Access","gsecdump|Impacket|Fgdump|Koadic|Mivast|Remsec|pwdump|CozyCar|POWERTON|HOPLIGHT|CosmicDuke|Mimikatz|CrackMapExec|Cobalt Strike",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.003",NTDS,3,"T1003.003","Dragonfly 2.0|FIN6|Chimera|Wizard Spider|menuPass|Fox Kitten|HAFNIUM|Mustang Panda|APT28",Windows,"File: File Access|Command: Command Execution","esentutl|Impacket|Koadic|CrackMapExec",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.004","LSA Secrets",4,"T1003.004","Threat Group-3390|APT33|Dragonfly 2.0|Ke3chang|Leafminer|menuPass|MuddyWater|OilRig",Windows,"Windows Registry: Windows Registry Key Access|Command: Command Execution","CosmicDuke|gsecdump|Impacket|LaZagne|Mimikatz|Pupy|CrackMapExec",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.005","Cached Domain Credentials",5,"T1003.005","APT33|Leafminer|MuddyWater|OilRig",Windows,"Command: Command Execution","Cachedump|LaZagne|Pupy|Okrum",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.006",DCSync,6,"T1003.006","Operation Wocao|UNC2452|APT29",Windows,"Active Directory: Active Directory Object Access|Network Traffic: Network Traffic Flow|Network Traffic: Network Traffic Content",Mimikatz,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.007","Proc Filesystem",7,"T1003.007","-",Linux,"Command: Command Execution|File: File Access","MimiPenguin|LaZagne",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1003,"OS Credential Dumping",2,"T1003.008","/etc/passwd and /etc/shadow",8,"T1003.008","-",Linux,"Command: Command Execution|File: File Access",LaZagne,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1040,"Network Sniffing",3,"-","-",,T1040,"APT28|Stolen Pencil|APT33|DarkVishnya|Sandworm Team|Kimsuky","Linux|macOS|Windows|Network","Process: Process Creation|Command: Command Execution","Responder|Regin|Impacket|Empire|Emotet|PoshC2|MESSAGETAP|Penquin|NBTscan",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1056,"Input Capture",4,"-","-",,T1056,APT39,"Linux|macOS|Windows|Network","Windows Registry: Windows Registry Key Modification|Driver: Driver Load|Process: OS API Execution|Process: Process Creation|File: File Modification|Process: Process Metadata","Chaes|Kobalos",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1056,"Input Capture",4,"T1056.001",Keylogging,1,"T1056.001","APT3|Lazarus Group|APT38|Sowbug|OilRig|Darkhotel|Group5|PLATINUM|Threat Group-3390|FIN4|Magic Hound|APT28|Ke3chang|Stolen Pencil|menuPass|Kimsuky|APT41|APT39|Sandworm Team|APT32|Operation Wocao|Ajax Security Team|Tonto Team","Windows|macOS|Linux|Network","Windows Registry: Windows Registry Key Modification|Driver: Driver Load|Process: OS API Execution","ADVSTORESHELL|DustySky|EvilGrab|Prikormka|Pupy|MacSpy|Sykipot|PlugX|Remcos|DarkComet|BadPatch|Regin|QuasarRAT|Carbanak|NanoCore|Rover|MoonWind|PowerSploit|Matryoshka|Remsec|Duqu|Proton|NETWIRE|Derusbi|gh0st RAT|RTM|NetTraveler|Unknown Logger|BADNEWS|yty|RunningRAT|KONNI|SslMM|JPIN|Agent Tesla|XAgentOSX|CHOPSTICK|GreyEnergy|PoisonIvy|OwaAuth|Cobian RAT|HTTPBrowser|NavRAT|Catchamas|DOGCALL|Zeus Panda|CosmicDuke|jRAT|Helminth|ROKRAT|Bandook|Micropsia|Cardinal RAT|Daserf|BISCUIT|BlackEnergy|FakeM|Kasidet|TinyZBot|VERMIN|Empire|Astaroth|Remexi|PoshC2|Revenge RAT|njRAT|KeyBoy|Machete|Fysbis|ZxShell|BabyShark|PoetRAT|Imminent Monitor|Kivars|Attor|Okrum|Lokibot|Cadelspy|TajMahal|InvisiMole|Metamorfo|Trojan.Karagany|Cobalt Strike|KGH_SPY|Grandoreiro|SLOTHFULMEDIA|Dtrack|Explosive|ECCENTRICBANDWAGON|ThiefQuest|AppleSeed|Cuba|Crimson|Peppy|SMOKEDHAM|QakBot|MarkiRAT",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1056,"Input Capture",4,"T1056.002","GUI Input Capture",2,"T1056.002",FIN4,"macOS|Windows|Linux","Script: Script Execution|Command: Command Execution|Process: Process Creation","Keydnap|Dok|Proton|iKitten|Calisto|Bundlore|Metamorfo|XCSSET",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1056,"Input Capture",4,"T1056.003","Web Portal Capture",3,"T1056.003","-","Linux|macOS|Windows","File: File Modification","-",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1056,"Input Capture",4,"T1056.004","Credential API Hooking",4,"T1056.004",PLATINUM,Windows,"Process: OS API Execution|Process: Process Metadata","FinFisher|NOKKI|Zebrocy|Zeus Panda|Empire|TrickBot|Ursnif|ZxShell|RDFSNIFFER|Carberp",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1110,"Brute Force",5,"-","-",,T1110,"Turla|FIN5|OilRig|APT39|DarkVishnya|Fox Kitten|APT28|APT38","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","Command: Command Execution|User Account: User Account Authentication|Application Log: Application Log Content","Chaos|PoshC2|CrackMapExec|Caterpillar WebShell|Pysa|Kinsing|QakBot",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1110,"Brute Force",5,"T1110.001","Password Guessing",1,"T1110.001",APT28,"Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","User Account: User Account Authentication|Application Log: Application Log Content","Xbash|Emotet|SpeakUp|China Chopper|Pony|CrackMapExec|Lucifer|P.A.S. Webshell",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1110,"Brute Force",5,"T1110.002","Password Cracking",2,"T1110.002","Dragonfly 2.0|APT3|APT41|FIN6","Linux|macOS|Windows|Office 365|Azure AD","User Account: User Account Authentication|Application Log: Application Log Content","Net Crawler",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1110,"Brute Force",5,"T1110.003","Password Spraying",3,"T1110.003","Leafminer|Lazarus Group|APT33|APT28|Chimera|Silent Librarian|APT29|Sandworm Team","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","User Account: User Account Authentication|Application Log: Application Log Content","Linux Rabbit|MailSniper|CrackMapExec|Bad Rabbit",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1110,"Brute Force",5,"T1110.004","Credential Stuffing",4,"T1110.004",Chimera,"Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","User Account: User Account Authentication|Application Log: Application Log Content",TrickBot,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1111,"Two-Factor Authentication Interception",6,"-","-",,T1111,"Operation Wocao|Chimera","Linux|Windows|macOS","Windows Registry: Windows Registry Key Modification|Driver: Driver Load|Process: OS API Execution",Sykipot,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1187,"Forced Authentication",7,"-","-",,T1187,"DarkHydrus|Dragonfly 2.0",Windows,"File: File Access|File: File Creation|File: File Modification|Network Traffic: Network Traffic Content|Network Traffic: Network Traffic Flow",EnvyScout,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1212,"Exploitation for Credential Access",8,"-","-",,T1212,"-","Linux|Windows|macOS","-","-",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1528,"Steal Application Access Token",9,"-","-",,T1528,APT28,"SaaS|Office 365|Azure AD|Google Workspace","User Account: User Account Modification","-",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1539,"Steal Web Session Cookie",10,"-","-",,T1539,Evilnum,"Linux|macOS|Windows|Office 365|SaaS|Google Workspace","File: File Access|Process: Process Access","TajMahal|CookieMiner|Grandoreiro|EVILNUM|Chaes|QakBot|BLUELIGHT|XCSSET",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"-","-",,T1552,"-","Windows|Azure AD|Office 365|SaaS|IaaS|Linux|macOS|Google Workspace|Containers","Command: Command Execution|File: File Access|Process: Process Creation|User Account: User Account Authentication|Windows Registry: Windows Registry Key Access",Astaroth,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.001","Credentials In Files",1,"T1552.001","MuddyWater|APT3|Stolen Pencil|TA505|OilRig|APT33|Leafminer|Fox Kitten|Kimsuky|TeamTNT","Windows|IaaS|Linux|macOS|Containers","File: File Access|Command: Command Execution","QuasarRAT|XTunnel|Azorult|TrickBot|BlackEnergy|Smoke Loader|pngdowner|Empire|Emotet|PoshC2|jRAT|LaZagne|Pupy|Agent Tesla|Pysa|Hildegard",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.002","Credentials in Registry",2,"T1552.002",APT32,Windows,"Process: Process Creation|Command: Command Execution|Windows Registry: Windows Registry Key Access","PowerSploit|Reg|TrickBot|Valak|Agent Tesla",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.003","Bash History",3,"T1552.003","-","Linux|macOS","File: File Access|Command: Command Execution",Kinsing,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.004","Private Keys",4,"T1552.004","Rocke|Operation Wocao|UNC2452|APT29|TeamTNT","Linux|macOS|Windows","File: File Access|Command: Command Execution","Mimikatz|Empire|Ebury|jRAT|Machete|Kinsing|Hildegard",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.005","Cloud Instance Metadata API",5,"T1552.005",TeamTNT,IaaS,"User Account: User Account Authentication",Hildegard,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.006","Group Policy Preferences",6,"T1552.006",APT33,Windows,"File: File Access|Command: Command Execution",PowerSploit,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1552,"Unsecured Credentials",11,"T1552.007","Container API",7,"T1552.007","-",Containers,"Command: Command Execution|File: File Access|User Account: User Account Authentication","-",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"-","-",,T1555,"Stealth Falcon|APT33|Leafminer|MuddyWater|OilRig|APT39|FIN6|UNC2452|Evilnum|APT29","Linux|macOS|Windows","Process: Process Creation|File: File Access|Command: Command Execution|Process: OS API Execution|Process: Process Access","CosmicDuke|QuasarRAT|Prikormka|Matryoshka|LaZagne|Astaroth|Mimikatz|OLDBAIT|PinchDuke|Pupy|PLEAD|Lokibot|Agent Tesla|Carberp|KGH_SPY|NETWIRE",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"T1555.001",Keychain,1,"T1555.001","-",macOS,"Command: Command Execution|Process: OS API Execution|File: File Access","Calisto|iKitten|LaZagne|Proton",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"T1555.002","Securityd Memory",2,"T1555.002","-","Linux|macOS","Command: Command Execution|Process: Process Access",Keydnap,22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"T1555.003","Credentials from Web Browsers",3,"T1555.003","Molerats|APT37|Patchwork|MuddyWater|Stolen Pencil|TA505|Kimsuky|APT3|APT33|Leafminer|OilRig|Stealth Falcon|Inception|Sandworm Team|FIN6|ZIRCONIUM|Ajax Security Team","Linux|macOS|Windows","File: File Access|Command: Command Execution|Process: OS API Execution|Process: Process Access","Backdoor.Oldrea|Prikormka|H1N1|XAgentOSX|Unknown Logger|Crimson|KONNI|OLDBAIT|ChChes|RedLeaves|ROKRAT|Olympic Destroyer|KeyBoy|Zebrocy|LaZagne|Azorult|BlackEnergy|Empire|jRAT|njRAT|Proton|QuasarRAT|Smoke Loader|TrickBot|Machete|CosmicDuke|Emotet|Mimikatz|PinchDuke|Pupy|PoetRAT|PLEAD|TSCookie|Imminent Monitor|Lokibot|Carberp|CookieMiner|Trojan.Karagany|KGH_SPY|Javali|Melcoz|Grandoreiro|Agent Tesla|NETWIRE|Chaes|RainyDay|QakBot|BLUELIGHT",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"T1555.004","Windows Credential Manager",4,"T1555.004","Turla|OilRig|Stealth Falcon",Windows,"Process: Process Creation|Command: Command Execution|Process: OS API Execution|File: File Access","PowerSploit|ROKRAT|Valak|Mimikatz|LaZagne|KGH_SPY|RainyDay",22729202
"Enterprise ATT&CK",TA0006,"Credential Access",8,T1555,"Credentials from Password Stores",12,"T1555.005","Password Managers",5,"T1555.005","Operation Wocao|Fox Kitten","Linux|macOS|Windows","Process: OS API Execution|File: File Access|Process: Process Access|Command: Command Execution","Proton|TrickBot|MarkiRAT",22729202
