Matrix,Tactic,Technique,"Sub-Technique",App,Active,Available,"Needs data","Sub_Technique_Total","Tactic_Total","Technique_Total",Bookmarked,"Data Source",IsSubTechnique
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-",Any,0,0,2,0,56,2,0,"AWS::1,Windows Security::1",No
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-","Enterprise Security Content Update",0,0,2,0,56,2,0,"AWS::1,Windows Security::1",No
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Transfer Data to Cloud Account","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-",Any,0,0,6,0,51,7,0,"::1,Cisco IOS::5",No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-","Enterprise Security Content Update",0,0,6,0,51,7,0,"::1,Cisco IOS::5",No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Network Denial of Service","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Initial Access",Phishing,"-",Any,0,0,3,0,112,46,0,"::1,Google Calendar::1,Google Gdrive::1",No
"Enterprise ATT&CK","Initial Access",Phishing,"-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Initial Access",Phishing,"-","Enterprise Security Content Update",0,0,3,0,112,46,0,"::1,Google Calendar::1,Google Gdrive::1",No
"Enterprise ATT&CK","Initial Access",Phishing,"-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Initial Access",Phishing,"-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Initial Access",Phishing,"-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Persistence,"Browser Extensions","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-",Any,0,0,3,0,102,25,0,"Endpoint Detection and Response::4,Microsoft System EventLog::2",No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-","Enterprise Security Content Update",0,0,3,0,102,25,0,"Endpoint Detection and Response::4,Microsoft System EventLog::2",No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link",Any,0,0,1,1,49,26,0,"Endpoint Detection and Response::5",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link","Enterprise Security Content Update",0,0,1,1,49,26,0,"Endpoint Detection and Response::5",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Link","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Direct Network Flood","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment",Any,0,0,31,31,112,46,0,"Anti-Virus or Anti-Malware::0,Email::0,Endpoint Detection and Response::0,Google Gdrive::1,Google Gmail::0,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment","Enterprise Security Content Update",0,0,24,31,112,46,0,"Email::0,Endpoint Detection and Response::0,Google Gdrive::1,Google Gmail::0,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment","Splunk App for Enterprise Security",0,0,3,31,112,46,0,"Anti-Virus or Anti-Malware::0,Email::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment","Splunk Security Essentials",0,0,4,31,112,46,0,"Anti-Virus or Anti-Malware::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Attachment","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","SSH Hijacking","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent",Any,0,0,2,2,102,25,0,"Endpoint Detection and Response::4,OSQuery::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent","Enterprise Security Content Update",0,0,2,2,102,25,0,"Endpoint Detection and Response::4,OSQuery::0",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Agent","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","DNS/Passive DNS","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File",Any,0,0,4,4,49,26,0,"Endpoint Detection and Response::5,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File","Enterprise Security Content Update",0,0,4,4,49,26,0,"Endpoint Detection and Response::5,Microsoft Sysmon Logs::0",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious File","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification",Any,0,0,1,1,51,7,0,"DNS::0",Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification","Enterprise Security Content Update",0,0,1,1,51,7,0,"DNS::0",Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Impact,"Network Denial of Service","Reflection Amplification","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link",Any,0,0,11,11,112,46,0,"Anti-Virus or Anti-Malware::0,Email::0,Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link","Enterprise Security Content Update",0,0,1,11,112,46,0,"Endpoint Detection and Response::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link","Splunk App for Enterprise Security",0,0,3,11,112,46,0,"Anti-Virus or Anti-Malware::0,Email::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link","Splunk Security Essentials",0,0,7,11,112,46,0,"Anti-Virus or Anti-Malware::0,Email::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing Link","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Lateral Movement","Remote Service Session Hijacking","RDP Hijacking","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Systemd Service","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",WHOIS,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image",Any,0,0,7,7,49,26,0,"::0,AWS::1",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image","Enterprise Security Content Update",0,0,7,7,49,26,0,"::0,AWS::1",Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Execution,"User Execution","Malicious Image","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service",Any,0,0,1,1,112,46,0,"Web Proxy::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service","Enterprise Security Content Update",0,0,1,1,112,46,0,"Web Proxy::0",Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Initial Access",Phishing,"Spearphishing via Service","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service",Any,0,0,20,20,102,25,0,"Endpoint Detection and Response::4,Microsoft Sysmon Logs::0,Microsoft System EventLog::2",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service","Enterprise Security Content Update",0,0,12,20,102,25,0,"Endpoint Detection and Response::4,Microsoft Sysmon Logs::0,Microsoft System EventLog::2",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service","Splunk App for Enterprise Security",0,0,4,20,102,25,0,"Endpoint Detection and Response::4",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service","Splunk Security Essentials",0,0,4,20,102,25,0,"Endpoint Detection and Response::4",Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Windows Service","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Digital Certificates","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK","Privilege Escalation","Create or Modify System Process","Launch Daemon","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,"Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,"Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,"Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,"Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases",CDNs,"Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases",Any,0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases","Custom Content",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases","Enterprise Security Content Update",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases","Splunk Security Essentials",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Reconnaissance,"Search Open Technical Databases","Scan Databases","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,Yes
"Enterprise ATT&CK",Collection,"Automated Collection","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Automated Collection","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Automated Collection","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Automated Collection","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Automated Collection","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Collection,"Automated Collection","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-",Any,0,0,15,0,48,15,0,"Endpoint Detection and Response::10,Microsoft Sysmon Logs::1,Network Communication::2,Risk Modifiers::1,Windows Security::1",No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-","Enterprise Security Content Update",0,0,12,0,48,15,0,"Endpoint Detection and Response::10,Microsoft Sysmon Logs::1,Risk Modifiers::1",No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-","Splunk Security Essentials",0,0,1,0,48,15,0,"Network Communication::2",No
"Enterprise ATT&CK","Command and Control","Ingress Tool Transfer","-","Splunk User Behavior Analytics",0,0,2,0,48,15,0,"Network Communication::2,Windows Security::1",No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Credential Access","Steal Web Session Cookie","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-",Any,0,0,3,0,154,7,0,"Endpoint Detection and Response::3",No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-","Enterprise Security Content Update",0,0,3,0,154,7,0,"Endpoint Detection and Response::3",No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK","Defense Evasion","Trusted Developer Utilities Proxy Execution","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-",Any,0,0,7,0,118,7,0,"Endpoint Detection and Response::6,Windows Security::1",No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-","Enterprise Security Content Update",0,0,5,0,118,7,0,"Endpoint Detection and Response::6,Windows Security::1",No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-","Splunk Security Essentials",0,0,2,0,118,7,0,"Endpoint Detection and Response::6",No
"Enterprise ATT&CK",Discovery,"System Network Connections Discovery","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Execution,"Inter-Process Communication","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-",Any,0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Exfiltration,"Exfiltration Over Web Service","-","Splunk User Behavior Analytics",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-",Any,0,0,1,0,51,1,0,"Network Communication::1",No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-","Custom Content",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-","Enterprise Security Content Update",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-","Splunk App for Enterprise Security",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-","Splunk Security Essentials",0,0,0,0,0,0,0,,No
"Enterprise ATT&CK",Impact,"Endpoint Denial of Service","-","Splunk User Behavior Analytics",0,0,1,0,51,1,0,"Network Communication::1",No
